Platform,WorkLoad,SubWorkLoad,SubWorkLoadScenario,Description,Action Type,Telemetry all,action_gesture,module_name,module_type,action_outcome,panel_type,action_scenario,action_scenario_type,action_subWorkLoad,thread_type,databag.rsvp,module_summary,target_thread_type,databag.meeting_rsvp,databag.is_toggle_on,databag.community_rsvp,main_entity_type,main_slot_app,eventInfo.identifier,databag.action_type,subNav_entity_type
Android,Collab action,Meeting,Meeting - Leave a meeting,"Inside the meeting, click on leave button capture this scenario",Secondary,"{
""EVENT_NAME"": ""userbi"",
""LOG_TAG"": ""UserBITelemetryEvent"",
""appMode"": ""phone"",
""contextProps"": {
""UserInfo.IsLicensed"": ""false"",
""UserInfo.Licenses"": ""TeamsFree""
},
""eventName"": ""panelaction"",
""eventVersion"": 0,
""gesture"": ""automatic"",
""id"": 1721839524281,
""isBlocked"": false,
""isContact"": false,
""launchMethod"": ""dataReceived"",
""licenseType"":
""moduleName"": ""disableCall QualitySurvey"",
""moduleType"": ""action"",
""panelRegion"": ""main"",
""panelType"": ""call QualitySurvey"",
""propMap"": {},
""real Display HeightDp"": 0,
""real DisplayWidthDp"": 0,
""scenario"": ""disableCall Quality Survey"",
""scenarioType"": ""call Quality Survey"",
""smbIntent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""userRole"": ""msaMember"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 187816261
}",automatic,disableCall QualitySurvey,action,,call QualitySurvey,disableCall Quality Survey,call Quality Survey,,,,,,,,,,,,,
Android,Collab action,Meeting,Community event-Join button -Communityforyou,Navigate to the for you feature and click the join button for an upcoming community event to capture this scenario,Primary ,"{
""EVENT_NAME"": ""userbi"",
""LOG_TAG"": ""UserBITelemetryEvent"",
""appMode"": ""phone"",
""contextProps"": {
""UserInfo.IsLicensed"": ""false"",
""UserInfo.Licenses"": ""TeamsFree""
},
""eventName"": ""panelaction"",
""eventVersion"": 0,
""gesture"": ""tap"",
""id"": 1721655683779,
""isBlocked"": false,
""isContact"": false,
""launchMethod"": ""userInitiated"",
""licenseType"": """",
""moduleName"":
""forYouScheduled Meeting Join Tapped"",
""moduleType"": ""button"",
""outcome"": ""nav"",
""panelRegion"": ""main"",
""panelType"": ""forYouMeetingJoin"",
""propMap"": {},
""real Display HeightDp"": 0,
""real DisplayWidthDp"": 0,
""scenario"": ""forYouScheduled Meeting Join Tapped"",
""scenarioType"": ""scheduled Meeting"",
""smbintent"": ""Neutral"",
""smbintentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""subWorkLoad"":
""userRole"": ""msaMember"",
""workLoad"": """"
""mLogAnonymously"": false,
}
""mStartTimeMillis"": 118141766",tap,forYouScheduled Meeting Join Tapped,button,nav,forYouMeetingJoin,forYouScheduled Meeting Join Tapped,scheduled Meeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Joining through Communityforyou ,"After clicking the join button from for you feature of a community event, click the Join Now button to capture this scenario",Secondary,"{
""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723624076557,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagPropMap"": {},
""newChatAndChannelEnabled"": false,
""outcome"": ""nav"",
""panelType"": ""callOrMeetupLive"",
""panelUri"": ""app.calling"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real Display HeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""otherOptions"",
""scenarioType"": ""joinMeeting"",
""smartReplyClickPosition"": -1,
""smartReply Length"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 151483486
}",tap,,,nav,callOrMeetupLive,otherOptions,joinMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Joining through Communityforyou ,"After clicking the join button from for you feature of a community event, click the Join Now button to capture this scenario",Secondary,"{
""appMode"": ""phone"",
""callid"": ""11d9dace-42bd-4466-ac5b-7842630f7bf0"",
""callType"": ""scheduled Private Meeting"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723624076545,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagPropMap"": {},
""moduleName"": ""private"",
""moduleType"": ""button"",
""newChatAndChannelEnabled"": false,
""outcome"": ""submit"",
""panelType"": ""button"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real Display HeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""webinar Attendee Join"",
""scenarioType"": ""webinarAttendeeJoin"",
""smartReplyClickPosition"": -1,
""smartReply Length"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 151483473
}",tap,private,button,submit,button,webinar Attendee Join,webinarAttendeeJoin,,,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Joining through Communityforyou ,"After clicking the join button from for you feature of a community event, click the Join Now button to capture this scenario",Primary ,"{
""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""id"": 1723624077248,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagProp"":
""{userAccountType:MSA, identity Type:native, participantRole:
organizer)"",
""mDatabagPropMap"": {
""userAccountType"": ""MSA"",
""identityType"": ""native"",
""participantRole"": ""organizer""
},
""moduleName"": ""meeting Joined Successfully"",
""moduleType"": ""view"",
""newChatAndChannelEnabled"": false,
""panelType"": ""view"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real DisplayHeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""meetingJoin"",
""scenarioType"": ""meetingJoin"",
""smartReplyClickPosition"": -1,
""smartReply Length"": -1,
""smbIntent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""threadId"":
""19:meeting_MWZiMmI40DMtNmYxZi00YjZILTg4ZTAtNWQ
3M2U0OGI1NzI0@thread.v2"",
""userRole"": ""default"",
""mLogAnonymously"": false,
}
""mStartTimeMillis"": 151484176",,meeting Joined Successfully,view,,view,meetingJoin,meetingJoin,,,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Joining through Communityforyou ,"After clicking the join button from for you feature of a community event, click the Join Now button to capture this scenario",Secondary,"{
""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723624077153,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagPropMap"": {},
""moduleName"": ""joinNowButton"",
""moduleType"": ""button"",
""newChatAndChannelEnabled"": false,
""outcome"": ""submit"",
""panelType"": ""preJoin"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real DisplayHeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""meetingJoin NowWithPSTN"",
""scenarioType"": ""callOrMeetUp"",
""smartReplyClickPosition"": -1,
""smartReply Length"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 151484082
}",tap,joinNowButton,button,submit,preJoin,meetingJoin NowWithPSTN,callOrMeetUp,,,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Joining through Communityforyou ,"After clicking the join button from for you feature of a community event, click the Join Now button to capture this scenario",Secondary,"{
""channel Resource TenantId"": """",
""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723624072619,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabag PropMap"": {},
""moduleName"": ""joinNowButton"",
""moduleType"": ""button"",
""newChatAndChannelEnabled"": false,
""outcome"": ""submit"",
""panelType"": ""preJoin"",
""paywall License"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real DisplayHeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""meetingJoin Now"",
""scenarioType"": ""meetNow"",
""smartReplyClickPosition"": -1,
""smartReply Length"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamld"": ""unknown"",
""teamSize"": 0,
""threadId"": ""unknown"",
""threadType"": ""community"",
""userRole"": ""default"",
""mLogAnonymously"": false,
}
""mStartTimeMillis"": 151479547",tap,joinNowButton,button,submit,preJoin,meetingJoin Now,meetNow,,community,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Joining through Communityforyou ,"After clicking the join button from for you feature of a community event, click the Join Now button to capture this scenario",Secondary,"{
""EVENT_NAME"": ""userbi"",
""LOG_TAG"": ""UserBITelemetryEvent"",
""appMode"": ""phone"",
""contextProps"": {
""UserInfo.IsLicensed"": ""false"",
""UserInfo.Licenses"": ""TeamsFree""
},
""contextPropsLock"": {},
""dataBag Props Lock"": {},
""eventName"": ""panelaction"",
""eventVersion"": 0,
""gesture"": ""tap"",
""id"": 1723624076535,
""isBlocked"": false,
""isContact"": false,
""launchMethod"": ""userInitiated"",
""licenseType"": """",
""moduleName"": ""MeetingJoinType"",
""moduleType"": ""meetings"",
""panelRegion"": ""main"",
""panelType"": ""meetingJoin"",
""propMap"": {},
""real DisplayHeightDp"": 0,
""real DisplayWidthDp"": 0,
""scenario"": ""tfwInternal MeetingJoins"",
""scenarioType"": ""tfwMeeting Joins"",
""smbIntent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""userRole"": ""msaMember"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 151483463
}",tap,MeetingJoinType,meetings,,meetingJoin,tfwInternal MeetingJoins,tfwMeeting Joins,,,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Join button - Joining through post,"Navigate to the community, click on the join button in the scheduled event post to capture this scenario",Primary ,"""appMode"":""phone"",
""destinationUri"":""app.calling"",
""eventName"":""panelaction"",
""gesture"":""tap"",
""id"":1723553357475,
""isBlocked"":false,
""isContact"":false,
""licenseType"":""Unknown"",
mDatabagProp.isOrganizer: ""true"",
mDatabagProp.calendarEventId: ""AQMkAGM4YzkwMAItZTNhMC02MjU2LTAwAi0wMAoARgAAA-H9US4MCVhPn5RclFvY2AAdBwBz1V3ULzZLSKkjkQFawKn_AAACAQ0AAABz1V3ULzZLSKkjkQFawKn_AAAALMB0CAAAAA=="",
mDatabagProp.isOnline: ""true"",
mDatabagProp.isLocationEmpty: ""false"",
mDatabagPropMap.isOrganizer: ""true"",
mDatabagPropMap.calendarEventId: ""AQMkAGM4YzkwMAItZTNhMC02MjU2LTAwAi0wMAoARgAAA-H9US4MCVhPn5RclFvY2AAdBwBz1V3ULzZLSKkjkQFawKn_AAACAQ0AAABz1V3ULzZLSKkjkQFawKn_AAAALMB0CAAAAA=="",
mDatabagPropMap.isOnline: ""true"",
mDatabagPropMap.isLocationEmpty: ""false"",
""moduleName"":""meetingJoinButton"",
""moduleType"":""button"",
""outcome"":""nav"",
""panelType"":""meetingDetailFullPage"",
""paywallLicense"":""TeamsFree"",
""paywallStatus"":""false"",
""realDisplayHeightDp"":823.4667,
""realDisplayWidthDp"":384.0,
""region"":""main"",
""scenario"":""joinMeeting"",
""scenarioType"":""calendarEvent"",
""smartReplyClickPosition"":-1,
""smartReplyLength"":-1,
""smbIntent"":""Neutral"",
""smbIntentConfidenceScore"":""0.50"",
""smbIntentScore"":""0.50"",
""targetThreadType"":""MeetingDetail"",
""teamId"":""19:fBf1hd8uLqf0E5Y2uyhruCGbSb6bU5wFVBXDuAhnNck1@thread.v2"",
""teamSize"":0,
""threadId"":""19:meeting_OWQ4MzZkOGUtMTViNi00ZGFiLTk0ZTQtZjc1MDhmNmE2MTIy@thread.v2"",
""threadType"":""MeetingDetail"",
""userRole"":""default"",
""mLogAnonymously"":false,
""mStartTimeMillis"":43512811,",tap,meetingJoinButton,button,nav,meetingDetailFullPage,joinMeeting,calendarEvent,,MeetingDetail,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Join button - Joining through post,"Navigate to the community, click on the join button in the scheduled event post to capture this scenario",Primary ,"""appMode"":""phone"",
""eventName"":""panelaction"",
""id"":1723553357476,
""isBlocked"":false,
""isContact"":false,
""licenseType"":""Unknown"",
mDatabagProp.threadType: ""MeetingDetail"",
mDatabagProp.isOrganizer: ""true"",
mDatabagProp.meetingType: ""scheduled"",
mDatabagProp.teamId: ""19:fBf1hd8uLqf0E5Y2uyhruCGbSb6bU5wFVBXDuAhnNck1@thread.v2"",
mDatabagProp.calendarEventId: ""AQMkAGM4YzkwMAItZTNhMC02MjU2LTAwAi0wMAoARgAAA-H9US4MCVhPn5RclFvY2AAdBwBz1V3ULzZLSKkjkQFawKn_AAACAQ0AAABz1V3ULzZLSKkjkQFawKn_AAAALMB0CAAAAA=="",
mDatabagProp.isOnline: ""true"",
mDatabagProp.isLocationEmpty: ""false"",
mDatabagProp.threadId: ""19:meeting_OWQ4MzZkOGUtMTViNi00ZGFiLTk0ZTQtZjc1MDhmNmE2MTIy@thread.v2"",
mDatabagProp.joinSource: ""other"",
mDatabagPropMap.threadType: ""MeetingDetail"",
mDatabagPropMap.isOrganizer: ""true"",
mDatabagPropMap.meetingType: ""scheduled"",
mDatabagPropMap.teamId: ""19:fBf1hd8uLqf0E5Y2uyhruCGbSb6bU5wFVBXDuAhnNck1@thread.v2"",
mDatabagPropMap.calendarEventId: ""AQMkAGM4YzkwMAItZTNhMC02MjU2LTAwAi0wMAoARgAAA-H9US4MCVhPn5RclFvY2AAdBwBz1V3ULzZLSKkjkQFawKn_AAACAQ0AAABz1V3ULzZLSKkjkQFawKn_AAAALMB0CAAAAA=="",
mDatabagPropMap.isOnline: ""true"",
mDatabagPropMap.isLocationEmpty: ""false"",
mDatabagPropMap.threadId: ""19:meeting_OWQ4MzZkOGUtMTViNi00ZGFiLTk0ZTQtZjc1MDhmNmE2MTIy@thread.v2"",
mDatabagPropMap.joinSource: ""other"",
""moduleName"":""meetingJoinStarted"",
""moduleType"":""view"",
""panelType"":""view"",
""paywallLicense"":""TeamsFree"",
""paywallStatus"":""false"",
""realDisplayHeightDp"":823.4667,
""realDisplayWidthDp"":384.0,
""scenario"":""meetingJoin"",
""scenarioType"":""meetingJoin"",
""smartReplyClickPosition"":-1,
""smartReplyLength"":-1,
""smbIntent"":""Neutral"",
""smbIntentConfidenceScore"":""0.50"",
""smbIntentScore"":""0.50"",
""teamId"":""19:fBf1hd8uLqf0E5Y2uyhruCGbSb6bU5wFVBXDuAhnNck1@thread.v2"",
""teamSize"":0,
""threadId"":""19:meeting_OWQ4MzZkOGUtMTViNi00ZGFiLTk0ZTQtZjc1MDhmNmE2MTIy@thread.v2"",
""threadType"":""MeetingDetail"",
""userRole"":""default"",
""mLogAnonymously"":false,
""mStartTimeMillis"":43512812,",,meetingJoinStarted,view,,view,meetingJoin,meetingJoin,,MeetingDetail,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Join button - Joining through post,"Navigate to the community, click on the join button in the scheduled event post to capture this scenario",Primary ,"""appMode"":""phone"",
""eventName"":""panelaction"",
""id"":1723553357477,
""isBlocked"":false,
""isContact"":false,
""licenseType"":""Unknown"",
""mDatabagProp.joinSource"":link,
""mDatabagPropMap.joinSource"":link,
""moduleName"":""meetingJoinStarted"",
""moduleType"":""view"",
""panelType"":""view"",
""paywallLicense"":""TeamsFree"",
""paywallStatus"":""false"",
""realDisplayHeightDp"":823.4667,
""realDisplayWidthDp"":384.0,
""scenario"":""meetingJoin"",
""scenarioType"":""meetingJoin"",
""smartReplyClickPosition"":-1,
""smartReplyLength"":-1,
""smbIntent"":""Neutral"",
""smbIntentConfidenceScore"":""0.50"",
""smbIntentScore"":""0.50"",
""teamSize"":0,
""userRole"":""default"",
""mLogAnonymously"":false,
""mStartTimeMillis"":43512813,",,meetingJoinStarted,view,,view,meetingJoin,meetingJoin,,,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Join button - Joining through post,"Navigate to the community, click on the join button in the scheduled event post to capture this scenario",Secondary,"""appMode"":""phone"",
""eventName"":""panelaction"",
""gesture"":""tap"",
""id"":1723553357484,
""isBlocked"":false,
""isContact"":false,
""licenseType"":""Unknown"",
""mDatabagProp.tenantOrigin"":TFL,
""mDatabagPropMap.tenantOrigin"":TFL,
""moduleName"":""parseDeepLink"",
""moduleState"":""success"",
""moduleType"":""deepLink"",
""outcome"":""nav"",
""paywallLicense"":""TeamsFree"",
""paywallStatus"":""false"",
""realDisplayHeightDp"":823.4667,
""realDisplayWidthDp"":384.0,
""scenario"":""joinMeetingViaLink"",
""scenarioType"":""nav"",
""smartReplyClickPosition"":-1,
""smartReplyLength"":-1,
""smbIntent"":""Neutral"",
""smbIntentConfidenceScore"":""0.50"",
""smbIntentScore"":""0.50"",
""teamSize"":0,
""userRole"":""default"",
""mLogAnonymously"":false,
""mStartTimeMillis"":43512820,",tap,parseDeepLink,deepLink,nav,,joinMeetingViaLink,nav,,,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Joining through post,"After clicking join button in the post of a community event, click the Join Now button to capture this scenario",Primary ,"""appMode"":""phone"",
""eventName"":""panelaction"",
""gesture"":""tap"",
""id"":1723552578263,
""isBlocked"":false,
""isContact"":false,
""licenseType"":""Unknown"",
""moduleName"":""joinNowButton"",
""moduleType"":""button"",
""outcome"":""submit"",
""panelType"":""preJoin"",
""paywallLicense"":""TeamsFree"",
""paywallStatus"":""false"",
""realDisplayHeightDp"":823.4667,
""realDisplayWidthDp"":384.0,
""scenario"":""meetingJoinNow"",
""scenarioType"":""callOrMeetUp"",
""smartReplyClickPosition"":-1,
""smartReplyLength"":-1,
""smbIntent"":""Neutral"",
""smbIntentConfidenceScore"":""0.50"",
""smbIntentScore"":""0.50"",
""teamId"":""19:fBf1hd8uLqf0E5Y2uyhruCGbSb6bU5wFVBXDuAhnNck1@thread.v2"",
""teamSize"":0,
""threadId"":""19:fBf1hd8uLqf0E5Y2uyhruCGbSb6bU5wFVBXDuAhnNck1@thread.v2"",
""threadType"":""community"",
""userRole"":""default"",
""mLogAnonymously"":false,
""mStartTimeMillis"":42733599,",tap,joinNowButton,button,submit,preJoin,meetingJoinNow,callOrMeetUp,,community,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Joining through post,"After clicking join button in the post of a community event, click the Join Now button to capture this scenario",Secondary,"{""appMode"":""phone"",
""callId"":""768f82cd-09ee-45b9-8818-d7ecfea7b402"",
""callType"":""scheduledPrivateMeeting"",
""eventName"":""panelaction"",
""gesture"":""tap"",
""id"":1723552580699,
""isBlocked"":false,
""isContact"":false,
""licenseType"":""Unknown"",
""mDatabagPropMap"":{},
""moduleName"":""private"",
""moduleType"":""button"",
""outcome"":""submit"",
""panelType"":""button"",
""paywallLicense"":""TeamsFree"",
""paywallStatus"":""false"",
""realDisplayHeightDp"":823.4667,
""realDisplayWidthDp"":384.0,
""scenario"":""webinarAttendeeJoin"",
""scenarioType"":""webinarAttendeeJoin"",
""smartReplyClickPosition"":-1,
""smartReplyLength"":-1,
""smbIntent"":""Neutral"",
""smbIntentConfidenceScore"":""0.50"",
""smbIntentScore"":""0.50"",
""teamSize"":0,
""userRole"":""default"",
""mLogAnonymously"":false,
""mStartTimeMillis"":42736035}",tap,private,button,submit,button,webinarAttendeeJoin,webinarAttendeeJoin,,,,,,,,,,,,,
Android,Collab action,Meeting,Community event - Joining through post,"After clicking join button in the post of a community event, click the Join Now button to capture this scenario",Secondary,"{""appMode"":""phone"",
""eventName"":""panelaction"",
""gesture"":""tap"",
""id"":1723552580701,
""isBlocked"":false,
""isContact"":false,
""licenseType"":""Unknown"",
""mDatabagPropMap"":{},
""outcome"":""nav"",
""panelType"":""callOrMeetupLive"",
""panelUri"":""app.calling"",
""paywallLicense"":""TeamsFree"",
""paywallStatus"":""false"",
""realDisplayHeightDp"":823.4667,
""realDisplayWidthDp"":384.0,
""scenario"":""otherOptions"",
""scenarioType"":""joinMeeting"",
""smartReplyClickPosition"":-1,
""smartReplyLength"":-1,
""smbIntent"":""Neutral"",
""smbIntentConfidenceScore"":""0.50"",
""smbIntentScore"":""0.50"",
""teamSize"":0,
""userRole"":""default"",
""mLogAnonymously"":false,
""mStartTimeMillis"":42736037}",tap,,,nav,callOrMeetupLive,otherOptions,joinMeeting,,,,,,,,,,,,,
